similes,y,endpoint
CNC(=O)CSP(=S)(OC)OC,0.0,NR-AR-LBD
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0.0,NR-AR-LBD
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0,NR-AR-LBD
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0.0,NR-AR-LBD
COC(=O)C1CCC(C(=O)OC)CC1,0.0,NR-AR-LBD
CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,0.0,NR-AR-LBD
CCC(C)(CN(C)C)OC(=O)c1ccccc1,0.0,NR-AR-LBD
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0.0,NR-AR-LBD
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0.0,NR-AR-LBD
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1.0,NR-AR-LBD
O=[N+]([O-])c1ccccc1[O-],0.0,NR-AR-LBD
CCOC(=O)CBr,0.0,NR-AR-LBD
NCC(O)c1cccc(O)c1,0.0,NR-AR-LBD
CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,NR-AR-LBD
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,0.0,NR-AR-LBD
CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,0.0,NR-AR-LBD
Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,0.0,NR-AR-LBD
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.0,NR-AR-LBD
CCCC(=O)OCCC(C)C,0.0,NR-AR-LBD
O=C(O)C(=O)Cc1c[nH]c2ccccc12,0.0,NR-AR-LBD
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0.0,NR-AR-LBD
O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0,NR-AR-LBD
CC(C)CCCCCCCCCCCCCCC(=O)O,0.0,NR-AR-LBD
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,NR-AR-LBD
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0.0,NR-AR-LBD
Cc1ccc(NC=O)c(C)c1,0.0,NR-AR-LBD
CC(=O)c1ccc2c(c1)CCCC2,0.0,NR-AR-LBD
C=CC(=O)CCCCC,0.0,NR-AR-LBD
CC(=O)CCc1ccc2c(c1)OCO2,0.0,NR-AR-LBD
C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C,0.0,NR-AR-LBD
CNC(C)=O,0.0,NR-AR-LBD
COc1ccc(CCC(C)=O)cc1,0.0,NR-AR-LBD
CCCC1CCCC(=O)O1,0.0,NR-AR-LBD
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1.0,NR-AR-LBD
Cn1sccc1=O,0.0,NR-AR-LBD
CNC(=O)Oc1ccccc1C1OCCO1,0.0,NR-AR-LBD
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.0,NR-AR-LBD
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0.0,NR-AR-LBD
CCCCOC(=O)CCS,0.0,NR-AR-LBD
CCCCCCCCOCCCN,0.0,NR-AR-LBD
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0.0,NR-AR-LBD
O=Cc1ccc(Cl)c([N+](=O)[O-])c1,0.0,NR-AR-LBD
C=CC(=O)NCOCC(C)C,0.0,NR-AR-LBD
CC1=Nc2ccc3ccccc3c2C1(C)C,0.0,NR-AR-LBD
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,NR-AR-LBD
O=[N+]([O-])c1cccc(C(F)(F)F)c1,0.0,NR-AR-LBD
CCCCCCCCC,0.0,NR-AR-LBD
Cc1ccccc1[N+](=O)[O-],0.0,NR-AR-LBD
O=[N+]([O-])c1ccccc1C(F)(F)F,0.0,NR-AR-LBD
CCOC(=O)N(C)N=O,0.0,NR-AR-LBD
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,1.0,NR-AR-LBD
CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2,0.0,NR-AR-LBD
O=C1NCCN1CCO,0.0,NR-AR-LBD
CNCCS(=O)(=O)[O-],0.0,NR-AR-LBD
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,NR-AR-LBD
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,0.0,NR-AR-LBD
CCO[Si](CCCCl)(OCC)OCC,0.0,NR-AR-LBD
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0.0,NR-AR-LBD
CCCCCCCCCCCC(C)=O,0.0,NR-AR-LBD
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,0.0,NR-AR-LBD
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,0.0,NR-AR-LBD
Clc1cccc(N2CCNCC2)c1,0.0,NR-AR-LBD
NC(Cc1ccc(Cl)cc1)C(=O)O,0.0,NR-AR-LBD
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,0.0,NR-AR-LBD
Cc1cc(N=Nc2ccccc2C)ccc1N,0.0,NR-AR-LBD
Nc1cc([N+](=O)[O-])ccc1O,0.0,NR-AR-LBD
Nc1ccc([N+](=O)[O-])cc1O,0.0,NR-AR-LBD
Nc1ncc([N+](=O)[O-])s1,0.0,NR-AR-LBD
Nc1ccc(O)c([N+](=O)[O-])c1,0.0,NR-AR-LBD
Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,0.0,NR-AR-LBD
O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1,0.0,NR-AR-LBD
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,0.0,NR-AR-LBD
CCOC(=O)CCC(=O)OCC,0.0,NR-AR-LBD
O=[N+]([O-])c1nccn1CO[C@@H](CO)[C@H](O)CO,0.0,NR-AR-LBD
CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,1.0,NR-AR-LBD
CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.0,NR-AR-LBD
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0.0,NR-AR-LBD
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,0.0,NR-AR-LBD
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0.0,NR-AR-LBD
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,0.0,NR-AR-LBD
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,0.0,NR-AR-LBD
FC(F)(F)C(Cl)(Cl)Cl,0.0,NR-AR-LBD
N#CCC(=O)O,0.0,NR-AR-LBD
CCSCC,0.0,NR-AR-LBD
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,0.0,NR-AR-LBD
FC(F)(F)c1ccc(Cl)c(Cl)c1,0.0,NR-AR-LBD
O=C=Nc1cccc(C(F)(F)F)c1,0.0,NR-AR-LBD
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,0.0,NR-AR-LBD
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1.0,NR-AR-LBD
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,NR-AR-LBD
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1.0,NR-AR-LBD
C=CCOC(=O)C(=C)C,0.0,NR-AR-LBD
Nc1ccc(Cl)c(Cl)c1,0.0,NR-AR-LBD
NCCCC(=O)O,0.0,NR-AR-LBD
Nc1ccccc1Cl,0.0,NR-AR-LBD
CCC(C)C=O,0.0,NR-AR-LBD
FC(F)(F)c1ccc(Cl)cc1,0.0,NR-AR-LBD
C[Si](C)(C)Cl,0.0,NR-AR-LBD
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,0.0,NR-AR-LBD
C=Cc1ccc(C=C)cc1,0.0,NR-AR-LBD
Nc1ccc([As](=O)(O)O)cc1,0.0,NR-AR-LBD
O=[N+]([O-])C(Cl)(Cl)Cl,0.0,NR-AR-LBD
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,0.0,NR-AR-LBD
Cc1ccc(C)c2ccccc12,0.0,NR-AR-LBD
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,NR-AR-LBD
CCC(=O)[O-].CCC(=O)[O-],0.0,NR-AR-LBD
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,0.0,NR-AR-LBD
O=C([O-])CCl,0.0,NR-AR-LBD
CC(C)C(OC(=O)c1ccccc1)C(C)(C)COC(=O)c1ccccc1,0.0,NR-AR-LBD
OCCCO,0.0,NR-AR-LBD
O=C(CC(=O)c1ccccc1)c1ccccc1,0.0,NR-AR-LBD
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,0.0,NR-AR-LBD
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,0.0,NR-AR-LBD
CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,0.0,NR-AR-LBD
Cc1ncc(CO)c(C=O)c1O,0.0,NR-AR-LBD
CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0.0,NR-AR-LBD
Cc1nc(C)c(Cl)c(O)c1Cl,0.0,NR-AR-LBD
CC(C)=CCCC(C)CC=O,0.0,NR-AR-LBD
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0.0,NR-AR-LBD
COCC(C)OC(C)=O,1.0,NR-AR-LBD
Cc1cc(C)cc(C)c1,0.0,NR-AR-LBD
Cc1cccc(N)c1,0.0,NR-AR-LBD
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,0.0,NR-AR-LBD
Clc1nc(Cl)nc(Cl)n1,0.0,NR-AR-LBD
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1.0,NR-AR-LBD
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,NR-AR-LBD
CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.0,NR-AR-LBD
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,0.0,NR-AR-LBD
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,0.0,NR-AR-LBD
Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,0.0,NR-AR-LBD
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0.0,NR-AR-LBD
CCC1CCC(=O)O1,0.0,NR-AR-LBD
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,0.0,NR-AR-LBD
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,0.0,NR-AR-LBD
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.0,NR-AR-LBD
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.0,NR-AR-LBD
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)C(C[C@@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](N)[C@H]3O)C=CC=CC=CC=CCCC=CC=C[C@H](C)[C@@H](O)[C@H]1C)O2,0.0,NR-AR-LBD
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0.0,NR-AR-LBD
OCCSc1ccccc1,0.0,NR-AR-LBD
CCCCCSCCCCC,0.0,NR-AR-LBD
CC(S)C(C)S,0.0,NR-AR-LBD
CC(=O)c1cnccn1,0.0,NR-AR-LBD
CCCCCC/C=C/C=O,0.0,NR-AR-LBD
COC(=O)c1ccccc1OC,0.0,NR-AR-LBD
CCc1ccc(C=O)cc1,0.0,NR-AR-LBD
CC(C)(C)C1CCCCC1=O,0.0,NR-AR-LBD
CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0.0,NR-AR-LBD
CCCC(=O)OC,0.0,NR-AR-LBD
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,0.0,NR-AR-LBD
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,0.0,NR-AR-LBD
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0.0,NR-AR-LBD
NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,NR-AR-LBD
CCNc1nc(Cl)nc(NCC)n1,0.0,NR-AR-LBD
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O,0.0,NR-AR-LBD
Oc1ccc2c(c1)OCO2,1.0,NR-AR-LBD
ClC/C=C\CCl,0.0,NR-AR-LBD
CC(C)(C)C(=O)C(=O)O,0.0,NR-AR-LBD
Cc1c(N)cccc1N,0.0,NR-AR-LBD
CCOC(=O)NC(O)C(Cl)(Cl)Cl,0.0,NR-AR-LBD
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.0,NR-AR-LBD
O=NN1CCCCCC1,0.0,NR-AR-LBD
O=S(=O)(O)c1ccccc1,0.0,NR-AR-LBD
CC[C@@H](C)CCCCC(=O)N[C@H](CCN)C(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)C([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,0.0,NR-AR-LBD
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.0,NR-AR-LBD
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,0.0,NR-AR-LBD
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.0,NR-AR-LBD
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1,0.0,NR-AR-LBD
COC(=O)CS,0.0,NR-AR-LBD
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0.0,NR-AR-LBD
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-AR-LBD
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-AR-LBD
CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O,0.0,NR-AR-LBD
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],0.0,NR-AR-LBD
CCOC(=O)C(C)C(C)=O,0.0,NR-AR-LBD
c1ccc2c(c1)Oc1ccccc1O2,0.0,NR-AR-LBD
BrCCBr,0.0,NR-AR-LBD
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,0.0,NR-AR-LBD
CCCCCCCCC/C=C/CC1CC(=O)OC1=O,0.0,NR-AR-LBD
NCCCN1CCN(CCCN)CC1,0.0,NR-AR-LBD
C=CC(C)(O)CCC=C(C)CCC=C(C)C,0.0,NR-AR-LBD
CCCCCCCCCCCCOCCO,0.0,NR-AR-LBD
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,0.0,NR-AR-LBD
c1ccc(COCc2ccccc2)cc1,0.0,NR-AR-LBD
COc1ccccc1OCC(O)CO,0.0,NR-AR-LBD
CCCCCc1cc(O)cc(O)c1,0.0,NR-AR-LBD
CCCCCCCC/C=C\CCCCCCCC(=O)OC,0.0,NR-AR-LBD
O=C(O)C(=O)O,0.0,NR-AR-LBD
O=C(O)c1cc(O)nc(O)n1,0.0,NR-AR-LBD
Cc1ccccc1C(OCCN(C)C)c1ccccc1,0.0,NR-AR-LBD
O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,NR-AR-LBD
O=P([O-])([O-])OP(=O)([O-])[O-],0.0,NR-AR-LBD
CC(C)NC[C@@H](O)COc1cccc2ccccc12,0.0,NR-AR-LBD
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.0,NR-AR-LBD
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,NR-AR-LBD
CNC(=O)ON=C(CSC)C(C)(C)C,0.0,NR-AR-LBD
O=c1nn[nH]c2ccccc12,0.0,NR-AR-LBD
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0.0,NR-AR-LBD
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0.0,NR-AR-LBD
COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,0.0,NR-AR-LBD
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,0.0,NR-AR-LBD
CCCOC(=O)c1ccccc1C(=O)OCCC,0.0,NR-AR-LBD
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,0.0,NR-AR-LBD
CCCCCCCCS,0.0,NR-AR-LBD
N#CCCSCCC#N,0.0,NR-AR-LBD
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,0.0,NR-AR-LBD
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.0,NR-AR-LBD
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,NR-AR-LBD
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,NR-AR-LBD
CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.0,NR-AR-LBD
Cc1nc2ccccc2c(=O)o1,0.0,NR-AR-LBD
CCn1cc[n+](C)c1.COS(=O)(=O)[O-],0.0,NR-AR-LBD
CCOC(=O)c1ccc(I)cc1,0.0,NR-AR-LBD
CN(C)c1ccc(CCO)cc1,0.0,NR-AR-LBD
O=C1c2ccccc2-c2ccccc21,0.0,NR-AR-LBD
CNC(=O)Oc1ccccc1C(C)C,0.0,NR-AR-LBD
CC(C)c1ccc(NC(=O)N(C)C)cc1,0.0,NR-AR-LBD
Cc1ccc(C(C)C)cc1O,0.0,NR-AR-LBD
CCOCCOCCOCCO,0.0,NR-AR-LBD
CC(Cl)C(Cl)Cl,0.0,NR-AR-LBD
CCN(CC)CC,0.0,NR-AR-LBD
CCCCCCCCCCCCCCCC/C=C/C1CC(=O)OC1=O,0.0,NR-AR-LBD
C#CC(C)(O)CC(C)C,0.0,NR-AR-LBD
CC(=O)Nc1ccc(C)cc1,0.0,NR-AR-LBD
CC(C)Nc1nc(N)nc(Cl)n1,0.0,NR-AR-LBD
CCNc1nc(N)nc(Cl)n1,0.0,NR-AR-LBD
CCNc1nc(NC(C)C)nc(OC)n1,0.0,NR-AR-LBD
O=C1CCCCCCCCCCCCCC1,0.0,NR-AR-LBD
CCC(=O)C=Cc1ccc(OC)cc1,0.0,NR-AR-LBD
CC(C)(Cl)[N+](=O)[O-],0.0,NR-AR-LBD
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0.0,NR-AR-LBD
C=CC(C)(O)CC/C=C(\C)CC,0.0,NR-AR-LBD
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,0.0,NR-AR-LBD
CC(C)C1CCC(O)CC1,0.0,NR-AR-LBD
COc1cc(Cl)c(OC)cc1Cl,0.0,NR-AR-LBD
Clc1cccc2ccccc12,0.0,NR-AR-LBD
CC(=O)OCC(C)OC(C)=O,0.0,NR-AR-LBD
CC(C)CCCC(C)CC=O,0.0,NR-AR-LBD
CC(C)(C)c1cccc(O)c1,0.0,NR-AR-LBD
C=C(C)C(=O)[O-],0.0,NR-AR-LBD
CC(CCO)CCc1ccccc1,0.0,NR-AR-LBD
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0.0,NR-AR-LBD
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.0,NR-AR-LBD
C=CCCCCCCCCC(=O)OCC,0.0,NR-AR-LBD
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,0.0,NR-AR-LBD
O=C1OC(=O)c2cc([N+](=O)[O-])ccc21,0.0,NR-AR-LBD
O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12,0.0,NR-AR-LBD
Nc1ccc([N+](=O)[O-])c(N)c1,0.0,NR-AR-LBD
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0.0,NR-AR-LBD
O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1,0.0,NR-AR-LBD
CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.0,NR-AR-LBD
CCN(CC)CCCl,0.0,NR-AR-LBD
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,0.0,NR-AR-LBD
Cc1cccc[n+]1[O-],0.0,NR-AR-LBD
CCC(C)C1CCCCC1=O,0.0,NR-AR-LBD
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.0,NR-AR-LBD
CC1CCC(CO)CC1,0.0,NR-AR-LBD
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0.0,NR-AR-LBD
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0.0,NR-AR-LBD
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.0,NR-AR-LBD
CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,NR-AR-LBD
Nc1c2c(nc3ccccc13)CCCC2O,0.0,NR-AR-LBD
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,0.0,NR-AR-LBD
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H](C4C=C[C@H]3C4)C1(Cl)C2(Cl)Cl,0.0,NR-AR-LBD
C=CCO,0.0,NR-AR-LBD
C=CCCl,0.0,NR-AR-LBD
C=CCOCC1CO1,0.0,NR-AR-LBD
C=CCOC(=O)CC(C)C,0.0,NR-AR-LBD
[S-]c1nc2ccccc2s1,0.0,NR-AR-LBD
CCCCNCC,0.0,NR-AR-LBD
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.0,NR-AR-LBD
Cc1cccc2cccnc12,0.0,NR-AR-LBD
Cc1ccc2ncccc2c1,0.0,NR-AR-LBD
COC(=O)C(c1ccccc1)C1CCCCN1,0.0,NR-AR-LBD
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0.0,NR-AR-LBD
Oc1ccc(Cl)cc1,0.0,NR-AR-LBD
Cc1ccc(N)cc1,0.0,NR-AR-LBD
C=CC(=O)OCC(C)C,0.0,NR-AR-LBD
CCCBr,0.0,NR-AR-LBD
CCC#N,0.0,NR-AR-LBD
CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O,0.0,NR-AR-LBD
CCC(=O)OCCc1ccccc1,0.0,NR-AR-LBD
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0,NR-AR-LBD
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0.0,NR-AR-LBD
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0,NR-AR-LBD
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0.0,NR-AR-LBD
Nc1ccccc1C(=O)OCC=Cc1ccccc1,0.0,NR-AR-LBD
